Clause	TC Title	Release	Applicability		Additional Information			
9.2.3.1.5	Periodic tracking area update / Accepted	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.2.3.1.5a	Periodic tracking area update / Accepted / Per-device timer	Rel-10	C174	UEs supporting E-UTRA and T3412 Extended IE	pc_eFDD			
					pc_eTDD			
9.2.3.1.5b	Periodic tracking area update / Accepted / PSM / T3412 Extended Value	Rel-12	C247	UEs supporting E-UTRA and EPS attach (with or without pre-configuration) and Power Saving Mode	pc_eFDD		Note 17	
					pc_eTDD			
9.2.3.1.6	Normal tracking area update / UE with ISR active moves to E-UTRAN	Rel-8	C27	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, ISR and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.8	UE receives an indication that the RRC connection was released with cause "load balancing TAU required"	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.2.3.1.8a	Normal tracking area update / low priority override	Rel-11	C195	UEs supporting E-UTRA and LAP and LAP override and EPS attach (with or without pre-configuration)	pc_eFDD			
					pc_eTDD			
9.2.3.1.8b	Normal tracking area update / EAB broadcast handling / ExtendedAccessBarring configured in the UE / ExtendedAccessBarring and Override_ExtendedAccessBarring configured in the UE	Rel-11	C197	UEs supporting E-UTRA and EAB and EAB override and LAP and EPS attach (with or without pre-configuration) 	pc_eFDD			
					pc_eTDD			
9.2.3.1.9	Normal tracking area update / Correct handling of CSG list	Rel-8	C143	UEs supporting E-UTRA and allowed CSG list and manual CSG selection and EPS attach and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.1.9a	Normal tracking area update / NAS signalling connection recovery	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.2.3.1.10	Normal tracking area update / Rejected / IMSI invalid	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested, px_SinglePLMN_Tested	1 Execution (Note 1)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.11	Normal tracking area update / Rejected / Illegal ME	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 1)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.12	Normal tracking area update / Rejected / EPS service not allowed	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 1)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.13	Normal tracking area update / Rejected / UE identity cannot be derived by the network	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD			
					pc_eTDD			
9.2.3.1.14	Normal tracking area update / Rejected / UE implicitly detached	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD			
					pc_eTDD			
9.2.3.1.15	Normal tracking area update / Rejected / PLMN not allowed	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 1) Either TC 9.2.3.1.15 or TC 9.2.3.1.15a shall be executed. (Note 4)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.15a	Normal tracking area update / Rejected / PLMN not allowed / Single Frequency operation	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration). This test is 'cells on single frequency only' equivalent of TC 9.2.3.1.15	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 1) Either TC 9.2.3.1.15 or TC 9.2.3.1.15a shall be executed. (Note 4)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.16	Normal tracking area update / Rejected / Tracking area not allowed	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD			
					pc_eTDD			
9.2.3.1.17	Normal tracking area update / Rejected / Roaming not allowed in this tracking area	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested, px_SinglePLMN_Tested	1 Execution (Note 1)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.18	Normal tracking area update / Rejected / EPS services not allowed in this PLMN	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 1) Either TC 9.2.3.1.18 or TC 9.2.3.1.18a shall be executed. (Note 4)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.18a	Normal tracking area update / Rejected / EPS services not allowed in this PLMN / Single Frequency operation	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration). This test is 'cells on single frequency only' equivalent of TC 9.2.3.1.18	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 1) Either TC 9.2.3.1.18 or TC 9.2.3.1.18a shall be executed. (Note 4)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.1.19	Normal tracking area update / Rejected / No suitable cells in tracking area	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without pre-configuration)	pc_eFDD			
					pc_eTDD			
9.2.3.1.20	Normal tracking area update / Rejected / Not authorized for this CSG	Rel-8	C47	UEs supporting E-UTRA and EPS attach (with or without configuration) and allowed CSG list	pc_eFDD			
					pc_eTDD			
9.2.3.1.20a	Normal tracking area update / Rejected / Congestion	Rel-10	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.2.3.1.22	Normal tracking area update / Abnormal case / access barred due to access class control or NAS signalling connection establishment rejected by the network	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.2.3.1.23	Normal tracking area update / Abnormal case / Success after several attempts due to no network response / TA belongs to TAI list and status is UPDATED / TA does not belong to TAI list	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.2.3.1.25	Normal tracking area update / Abnormal case / Failure after 5 attempts due to no network response	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without configuration)	pc_eFDD			
					pc_eTDD			
9.2.3.1.26	Normal tracking area update / Abnormal case / TRACKING AREA UPDATE REJECT	Rel-8	C04	UEs supporting E-UTRA and EPS attach (with or without configuration)	pc_eFDD			
					pc_eTDD			
9.2.3.1.27	Normal tracking area update / Abnormal case / Change of cell into a new tracking area	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.2.3.1.28	Normal tracking area update / Abnormal case / Tracking area updating and detach procedure collision	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.2.3.2.1	Combined tracking area update / Successful	Rel-8	C02a	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.2.1a	Combined tracking area update / Successful / Check of last visited TAI and handling of TAI list, LAI and TMSI	Rel-8	C121	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			Rel-9 UTRA TDD
9.2.3.2.1b	Combined tracking area update / Success / SMS only	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and combined EPS/IMSI attach and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 or 2 Executions (Note 2 AND Note 6)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.1c	Combined tracking area update / Success / CS Fallback not preferred	Rel-8	C287	UEs supporting E-UTRA and UTRA and combined EPS/IMSI attach (with or without pre-configuration) and CS fallback (and implicitly SMSoverSGs) and configured to CS/PS Mode 2 (data centric) and NOT Category M1	pc_eFDD			
					pc_eTDD			Rel-9 UTRA TDD
9.2.3.2.2	Combined tracking area update / Successful for EPS services only / IMSI unknown in HSS	Rel-8	C02a	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.2.3	Combined tracking area update / Successful for EPS services only / MSC temporarily not reachable	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 or 2 Executions (Note 2 AND Note 6)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.4	Combined tracking area update / Successful for EPS services only / CS domain not available	Rel-8	C125	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and (CS/PS Mode 2 or CS/PS Mode 1 with IMS Voice Support and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.2.4a	Combined tracking area update / Successful for EPS services only / Congestion	Rel-11	C02a	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.2.5	Combined tracking area update / Rejected / IMSI invalid	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.6	Combined tracking area update / Rejected / Illegal ME	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.7	Combined tracking area update / Rejected / EPS services and non-EPS services not allowed	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.8	Combined tracking area update / Rejected / EPS services not allowed	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2 AND Note 5)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.9	Combined tracking area update / Rejected / UE identity cannot be derived by the network	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.10	Combined tracking area update / Rejected / UE implicitly detached	Rel-8	C02a	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.2.11	Combined tracking area update / Rejected / PLMN not allowed	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.12	Combined tracking area update / Rejected / Tracking area not allowed	Rel-8	C02a	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD		Note 20	
					pc_eTDD			
9.2.3.2.13	Combined tracking area update / Rejected / Roaming not allowed in this tracking area	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2), Note 20	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.14	Combined tracking area update / Rejected / EPS services not allowed in this PLMN	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.2.15	Combined tracking area update / Rejected / No suitable cells in tracking area	Rel-8	C02a	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.2.16	Combined tracking area update / rejected / Not authorized for this CSG	Rel-8	C123	UEs supporting E-UTRA and allowed CSG list and combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.2.17	Combined tracking area update / Abnormal case / handling of the EPS tracking area updating attempt counter	Rel-8	C141	UEs supporting E-UTRA and combined EPS/IMSI attach (with or without pre-configuration) and CS/PS Mode 2 (data centric) and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.3.3.1	First Iu mode to S1 mode inter-system change after attach	Rel-8	C01	UEs supporting E-UTRA and UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			Rel-9 UTRA TDD
9.2.3.3.2	Iu mode to S1 mode intersystem change / ISR is active / Expiry of T3312 in E-UTRAN or T3412 in UTRAN and further intersystem change	Rel-8	C59	UEs supporting E-UTRAN and UTRA and ISR and NOT Category M1	pc_eFDD		1 Execution (Note 5)	
					pc_eTDD			Rel-9 UTRA TDD
9.2.3.3.3	Iu mode to S1 mode intersystem change / Periodic TAU and RAU/ ISR activated, T3423 expired	Rel-8	C59	UEs supporting E-UTRAN and UTRA and ISR and NOT Category M1	pc_eFDD			
					pc_eTDD			Rel-9 UTRA TDD
9.2.3.3.4	First S1 mode to Iu mode inter-system change after attach	Rel-8	C01	UEs supporting E-UTRA and UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			Rel-9 UTRA TDD
9.2.3.3.5	Periodic routing area update	Rel-8	C27	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and, ISR and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.3.5a	Periodic Location Update	Rel-8	C128	UEs supporting E-UTRA and UTRA or/and E-UTRA and GERAN, and combined EPS/IMSI attach (with or without pre-configuration) and NOT Category M1	pc_eFDD, pc_UTRA, pc_GERAN	px_RATComb_Tested	1 Execution (Note 2)	
					pc_eTDD, pc_UTRA, pc_GERAN			Rel-9 UTRA TDD
9.2.3.3.6	Void							
9.2.3.4.1	TAU/RAU procedure for inter-system cell reselection between A/Gb and S1 modes	Rel-8	C05	UEs supporting E-UTRA and GERAN and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.2.4.1.1	Attach & Normal tracking area update Procedure / Success / without Idle eDRX parameters / With Idle eDRX parameters	Rel-13	C262	UEs supporting E-UTRA and Extended DRX	pc_eFDD			
					pc_eTDD			
9.2.4.1.2	Attach & Normal tracking area update Procedure / Success / With and without Idle eDRX and PSM parameters	Rel-13	C253	UEs supporting E-UTRA and Extended DRX and Power Saving Mode	pc_eFDD			
					pc_eTDD			
9.2.4.1.3	Attach & Normal tracking area Procedure / Success / Emergency Calls/ without Idle eDRX parameters / With Idle eDRX parameters	Rel-13	C263	UEs supporting E-UTRA and Extended DRX and IMS emergency call	pc_eFDD			
					pc_eTDD			
9.3.1.1	Service request initiated by UE for user data	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.3.1.2	Void							
9.3.1.3	Service request / Mobile originating CS fallback	Rel-8	C26	UEs supporting E-UTRA and CS fallback and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.3.1.4	Service request / Rejected / IMSI invalid	Rel-8	R	UEs supporting E-UTRA	pc_eFDD	px_RATComb_Tested	1 Execution (Note 1)	
					pc_eTDD			Rel-9 UTRA TDD
9.3.1.5	Service request / Rejected / Illegal ME	Rel-8	R	UEs supporting E-UTRA	pc_eFDD	px_RATComb_Tested	1 Execution (Note 1)	
					pc_eTDD			Rel-9 UTRA TDD
9.3.1.6	Service request / Rejected / EPS services not allowed	Rel-8	R	UEs supporting E-UTRA	pc_eFDD	px_RATComb_Tested	1 Execution (Note 1)	
					pc_eTDD			Rel-9 UTRA TDD
9.3.1.7	Service request / Rejected / UE identity cannot be derived by the network	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.3.1.7a	Service request / Rejected / UE implicitly detached	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.3.1.12a	Extended service request / Rejected / CS domain temporarily not available	Rel-8	C26	UEs supporting E-UTRA and CS fallback and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.3.1.15	Void							
9.3.1.16	Service request / Abnormal case / Switch off	Rel-8	C283	UEs supporting E-UTRA and switch on/off and NOT supporting IMS	pc_eFDD			
					pc_eTDD			
9.3.1.17	Service request / Abnormal case / Procedure collision	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.3.1.18	Service request / Rejected / Not authorized for this CSG	Rel-8	C156	UEs supporting E-UTRA and allowed CSG list and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.3.2.1	Paging procedure	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.3.2.2	Paging for CS fallback / Idle mode	Rel-8	C26	UEs supporting E-UTRA and CS fallback and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.3.2.2a	Paging for CS fallback / Connected mode	Rel-8	C26	UEs supporting E-UTRA and CS fallback and NOT Category M1	pc_eFDD			
					pc_eTDD			
9.4.1	Integrity protection / Correct functionality of EPS NAS integrity algorithm / SNOW3G	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.4.2	Integrity protection / Correct functionality of EPS NAS integrity algorithm / AES	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.4.3	Ciphering and deciphering / Correct functionality of EPS NAS encryption algorithm / SNOW3G	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.4.4	Ciphering and deciphering / Correct functionality of EPS NAS encryption algorithm / AES	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
9.4.5	Integrity protection / Correct functionality of EPS NAS integrity algorithm / ZUC	Rel-11	C215	UEs supporting E-UTRA and ZUC algorithm	pc_eFDD		Note 3	
					pc_eTDD			
9.4.6	Ciphering and deciphering / Correct functionality of EPS NAS encryption algorithm / ZUC	Rel-11	C215	UEs supporting E-UTRA and ZUC algorithm	pc_eFDD		Note 3	
					pc_eTDD			
10	EPS Session Management							
10.2.1	Dedicated EPS bearer context activation / Success	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
10.3.1	EPS bearer context modification / Success	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
