c	Title	Release	Applicability	Applicability Limitations	Status	Specific PICS Statements	Supported	
41.3.6.5	TBF Release / Extended Uplink / TBF reconfigure by PACKET UPLINK ASSIGNMENT	Rel-4	All GPRS MS supporting GERAN FEATURE PACKAGE 1	R6	C322			
41.3.6.6	Extended Uplink TBF / Cell Change while in Extended Uplink/ No Packet Neighbouring Cell Data	Rel-4	All GPRS MS supporting GERAN FEATURE PACKAGE 1	R6	C322			
41.3.6.7	Extended Uplink TBF / Cell Change failure while in Extended Uplink/ No Packet Neighbouring Cell Data	Rel-4	All GPRS MS supporting GERAN FEATURE PACKAGE 1	R6	C322			
41.3.6.8	Extended Uplink TBF / Cell Change while in Extended Uplink/ With Packet Neighbouring Cell Data	Rel-4	All GPRS MS supporting GERAN FEATURE PACKAGE 1		C322			
41.3.6.9	TBF Release / Extended Uplink / Change of RLC mode / normal release	Rel-4	All GPRS MS supporting GERAN FEATURE PACKAGE 1 and supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C337			
41.3.6.10	TBF Release / Extended Uplink / Change of RLC mode / abnormal release	Rel-4	All GPRS MS supporting GERAN FEATURE PACKAGE 1 and supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress	R6	C337			
41.5.1.1.1.1-1	Uplink TBF establishment with no reallocation of CS resources / Successful case / Uplink resources assigned, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.1.1.1.1-2	Uplink TBF establishment with no reallocation of CS resources / Successful case / Uplink resources assigned, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.1.1.1.2-1	Uplink TBF establishment with no reallocation of CS resources / Successful case / Downlink resources assigned, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.1.1.1.2-2	Uplink TBF establishment with no reallocation of CS resources / Successful case / Downlink resources assigned, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.1.1.1.3-1	Uplink TBF establishment with no reallocation of CS resources / Abnormal cases / DTM reject, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.1.1.1.3-2	Uplink TBF establishment with no reallocation of CS resources / Abnormal cases / DTM reject, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.1.1.1.4	Uplink TBF establishment with no reallocation of CS resources / Abnormal cases / Inter System to UTRAN Handover Command	R99	MS supporting both UTRAN and DTM/GPRS		C315			
41.5.1.1.1.5-1	Uplink TBF establishment with no reallocation of CS resources / Abnormal cases / Assignment Command, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.1.1.1.5-2	Uplink TBF establishment with no reallocation of CS resources / Abnormal cases / Assignment Command, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.1.1.1.6-1	Uplink TBF establishment with no reallocation of CS resources / Abnormal cases / Handover Command, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.1.1.1.6-2	Uplink TBF establishment with no reallocation of CS resources / Abnormal cases / Handover Command, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.1.1.1.7	Uplink TBF establishment with no reallocation of CS resources / Abnormal cases / Channel Release	R99	All DTM/GPRS capable MS		C305			
41.5.1.1.2.1-1	Uplink TBF establishment with reallocation of CS resources / Successful case, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.1.1.2.1-2	Uplink TBF establishment with reallocation of CS resources / Successful case, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.1.1.2.2-1	Uplink TBF establishment with reallocation of CS resources / Abnormal case / Assignment Failure, test 1	R99	All DTM/GPRS capable MS and supporting simultaneous multiband operation		C354			
41.5.1.1.2.2-2	Uplink TBF establishment with reallocation of CS resources / Abnormal case / Assignment Failure, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation and supporting simultaneous multiband operation		C355			
41.5.1.1.2.3.4	Uplink TBF establishment with reallocation of CS resources / Abnormal case / Multislot class violation / Singleslot allocation	R99	All DTM/GPRS capable MS not supporting singleslot allocation in DTM/GPRS		C353			
41.5.1.1.2.3.5	Uplink TBF establishment with reallocation of CS resources / Abnormal case / Multislot class violation / Incorrect allocation	R99	MS supporting DTM/GPRS supporting DTM multislot Class 5 or 9 or 11		C308			
41.5.1.1.3	Uplink TBF establishment required whilst in DM / DTM not supported in cell	R99	All DTM/GPRS capable MS		C305			
41.5.1.2.1.1-1	Downlink TBF establishment in Ready State / Successful case	R99	All DTM/GPRS capable MS		C305			
41.5.1.2.1.1-2	Downlink TBF establishment in Ready State / Successful case	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.1.2.1.2	Downlink TBF establishment in Ready State / Abnormal cases / No cell allocation available	R99	All DTM/GPRS capable MS		C305			
41.5.1.2.2	Whilst in Standby State / Packet Notification	R99	All DTM/GPRS capable MS		C305			
41.5.2.1-1	MT CS establishment whilst in packet transfer mode with a downlink TBF established, test 1	R99	All DTM/GPRS capable MS		C305	TSPC_MS_GPRS_RELEASE TSPC_AddInfo_ImmConn		
41.5.2.1-2	MT CS establishment whilst in packet transfer mode with a downlink TBF established, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310	TSPC_MS_GPRS_RELEASE TSPC_AddInfo_ImmConn		
41.5.2.2-1	MT CS establishment whilst in packet transfer mode with a uplink TBF established, test 1	R99	All DTM/GPRS capable MS		C305	TSPC_AddInfo_ImmConn		
41.5.2.2-2	MT CS establishment whilst in packet transfer mode with a uplink TBF established, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310	TSPC_AddInfo_ImmConn		
41.5.2.3-1	MO CS establishment whilst in packet transfer mode with uplink and downlink TBFs established, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.2.3-2	MO CS establishment whilst in packet transfer mode with uplink and downlink TBFs established, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.2.4	MO CS establishment whilst in packet transfer mode and DTM is not supported in current cell	R99	All DTM/GPRS capable MS		C305			
41.5.3.1.1-1	Uplink TBF establishment with a downlink TBF established and no PS downlink reallocation, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.3.1.1-2	Uplink TBF establishment with a downlink TBF established and no PS downlink reallocation, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.3.1.2	Uplink TBF establishment with a downlink TBF established and PS downlink reallocation	R99	All DTM/GPRS capable MS		C305			
41.5.3.2.1-1	Downlink TBF establishment with a uplink TBF established and no PS uplink reallocation, test 1	R99	All DTM/GPRS capable MS		C305			
41.5.3.2.1-2	Downlink TBF establishment with a uplink TBF established and no PS uplink reallocation, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
41.5.3.2.2	Downlink TBF establishment with a uplink TBF established and PS uplink reallocation	R99	All DTM/GPRS capable MS		C305			
41.5.4.1	MT Call Establishment - No Reallocation of PS Resources	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441	TSPC_AddInfo_ImmConn		
41.5.4.2	Reallocation of PS Resources - Allocation of New Downlink TBF	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441	TSPC_AddInfo_ImmConn		
41.5.4.3	MT Call Establishment - Allocation of CS Resources Only - Downlink TBF	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441	TSPC_AddInfo_ImmConn		
41.5.4.4	MO Call Establishment - No Reallocation of PS Resources	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.4.5	MO Call Establishment - Reallocation of PS Resources	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.4.6	MO Call Establishment - Allocation of CS Resources Only - Downlink TBF	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.4.7-1	MO Call Establishment - IMMEDIATE ASSIGNMENT REJECT	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.4.7-2	MO Call Establishment - IMMEDIATE ASSIGNMENT REJECT	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.4.8	MO Call Establishment – Dedicated Channel Establishment Failure	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.5.1	SI Aquisition - No Reallocation of PS Resources	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.5.2	Reallocation of PS Resources for Uplink and Downlink TBFs	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.5.3	Change of LA in NW Mode II	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.5.5.4	MS Requests PS Release Following Change of LA in NW Mode I	Rel-6	All DTM/GPRS capable MS supporting Enhanced DTM CS		C441			
41.6.1.1	Intra SGSN PS Handover / Synchronized cell case / successful	Rel-6	All GPRS MS supporting PS Handover		C463			
41.6.1.2	Intra SGSN PS Handover / Synchronized cell case / Abnormal Case / T3218 expiry	Rel-6	All GPRS MS supporting PS Handover		C463			
41.6.1.3	Intra SGSN PS Handover / Synchronized cell case / Abnormal Case / Minimum set of SI not available	Rel-6	All GPRS MS supporting PS Handover		C463			
41.6.2.1	Intra SGSN PS Handover / Pre-synchronized cell case / successful / RLC reset	Rel-6	All GPRS MS supporting PS Handover		C463			
41.6.2.2	Intra SGSN PS Handover / Pre-synchronized cell case / Frequency Parameters / successful	Rel-6	All GPRS MS supporting PS Handover		C463			
41.6.3.1	Intra SGSN PS Handover / Non synchronized cell case / PS Handover Access (8-bit / 11-bit format) / successful	Rel-6	All GPRS MS supporting PS Handover		C463			
41.6.3.2	Intra SGSN PS Handover / Non synchronized cell case / Different RA / successful	Rel-6	All GPRS MS supporting PS Handover		C463			
41.6.3.3	Intra SGSN PS Handover / Non synchronized cell case / Abnormal Case / T3216 expiry	Rel-6	All GPRS MS supporting PS Handover		C463			
41.8.1.1	EC-GSM-IoT / Packet Access / EC_GSM_BCCH_CHANGE_MARK	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.1.2	EC-GSM-IoT / Packet Access / EC-GSM-IoT / RACH Access allowed / Packet Access on RACH	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.1.3	EC-GSM-IoT / Packet Access / EC-GSM-IoT / 1TS EC-RACH Mapping / CC1	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.1.4	EC-GSM-IoT / Packet Access / EC-GSM-IoT / 1TS EC-RACH Mapping / Access Timeslots field = 0	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.1.5	EC-GSM-IoT / Packet Access / EC-GSM-IoT / 2TS EC-RACH Mapping	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.1.6	EC-GSM-IoT / Packet Access / EC-GSM-IoT /Implicit Reject	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.1.7	EC-GSM-IoT / Packet Access / EC-GSM-IoT / Legacy Implicit Reject	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.2.1	EC-GSM-IoT / Paging / normal paging	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.2.2	EC-GSM-IoT / Paging / normal paging / with eDRX or eDRX and PSM	Rel-13	MS supporting EC-GSM-IoT		C615			
41.8.2.3	EC-GSM-IoT / Paging / normal paging / multiple EC-CCCH	Rel-13	MS supporting EC-GSM-IoT		C614			
41.7.2.1	PEO Paging / Ready Timer Expiration	Rel-13	MS supporting PEO		C621			
41.7.2.2	PEO Paging / PSM and eDRX	Rel-13	MS supporting PEO and PSM		C622			
41.7.2.3	PEO Paging / PEO_BCCH_CHANGE_MARK	Rel-13	MS supporting PEO		C621			
41.7.3.1	PEO / Extended UL TBF	Rel-13	MS supporting PEO and Extended UL TBF		C623			
41.8.4.1	EC-GSM-IoT / Coverage Class / Paging Extension	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.4.2	EC-GSM-IoT / Coverage Class / UL Coverage Class selection	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.4.3	EC-GSM-IoT / Coverage Class / DL Coverage Class selection / RLA_EC	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.4.4	EC-GSM-IoT / Coverage Class / DL Coverage Class selection / SLA	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.4.5	EC-GSM-IoT / Coverage Class / UL Coverage Class Adaptation	Rel-13	MS supporting EC-GSM-IoT		C614			
41.8.4.6	EC-GSM-IoT / Coverage Class / DL Coverage Class Update	Rel-13	MS supporting EC-GSM-IoT		C614	TSPC_GPRS		
42.1.1.1	Void							
42.1.1.2	Void							
42.1.1.4.1	Void							
42.1.1.4.2	Void							
42.1.1.4.3	Void							
42.1.2.1.1.1	Void							
42.1.2.1.1.2	Void							
42.1.2.1.1.3	Void							
42.1.2.1.1.4	Void							
42.1.2.1.2	Void							
42.1.2.1.3.1	Void							
42.1.2.1.3.2	Void							
42.1.2.1.3.3	Void							
42.1.2.1.4	Void							
42.1.2.1.5	Void							
42.1.2.1.6	Void							
42.1.2.1.7	Void							
42.1.2.1.8.1.1	Void							
42.1.2.1.8.1.2	Void							
42.1.2.1.8.1.3	Void							
42.1.2.1.8.1.4	Void							
42.1.2.1.8.1.5	Void							
42.1.2.1.8.1.6	Void							
42.1.2.1.8.2.1	Void							
42.1.2.1.8.2.2	Void							
42.1.2.1.9.1	Void							
42.1.2.1.9.2.1	Packet Uplink Assignment/Two phase access/Contention resolution/Expiry of timer T3168	R97	All GPRS MS		C215	TSPC_MS_GPRS_RELEASE		
42.1.2.1.9.2.2	Packet Uplink Assignment/Two phase access/Contention resolution/TLLI mismatch	R97	All GPRS MS		C215	TSPC_MS_GPRS_RELEASE		
42.1.2.1.9.3	Packet Uplink Assignment/Two phase access/Packet Resource Request/No respond to Packet Downlink Assignment 	R97	All GPRS MS		C215			
42.1.2.1.10.1	Packet Uplink Assignment/Abnormal cases/Incorrect PDCH assignment	R97	All GPRS MS not operating in GPRS multislot classes 18 or 29		C417	TSPC_MS_GPRS_RELEASE TSPC_Type_GPRS_Multislot_ClassX (where X = 1..45)		
42.1.2.1.10.2	Packet Uplink Assignment/Abnormal cases/Expiry of timer T3164	R97	All GPRS MS		C215			
42.1.2.1.11	Void							
42.1.2.1.12	Void							
42.1.2.1.13	Void							
42.1.2.1.14	Void							
42.1.2.1.15	Void							
42.1.2.1.16	Void							
42.1.2.1.17	Void							
42.1.2.1.18	Void							
42.1.2.1.19	Void							
42.1.2.2.1	Packet Downlink Assignment/Response to poll bit	R97	All GPRS MS		C215			
42.1.2.2.2	Void							
42.1.2.2.3	Void							
42.1.2.2.4	Packet Downlink Assignment/Response to Packet Polling	R97	All GPRS MS		C215			
42.1.2.2.5.1	Void							
42.1.2.2.5.2	Void							
42.1.2.2.6	Packet Downlink Assignment Timing Advance/TA value field not provided	R97	All GPRS MS		C215			
42.2.2.1.1	Void							
42.2.2.1.2-1	Void							
42.2.2.1.2-2	Void							
42.2.2.2	Void							
42.2.2.3	Void							
42.2.2.4	Void							
42.2.2.5.1	Void							
42.2.2.5.2	Void							
42.2.2.5.3	Void							
42.2.2.6.1	Void							
42.2.2.6.2	Void							
42.2.2.6.3	Void							
42.2.2.6.4	Void							
42.2.2.6.5	Void							
42.2.2.7.1	Void							
42.2.2.7.2	Void							
42.2.2.7.3	Void							
42.2.2.7.4	Void							
42.2.2.7.5	Void							
42.2.2.8.1	Void							
42.2.2.8.2	Void							
42.2.2.9	Void							
42.2.2.10.1	Void							
42.2.2.10.2	Void							
42.2.2.10.3	Void							
42.2.2.11.1	Void							
42.2.2.11.2	Void							
42.2.2.11.3	Void							
42.2.3.1.1	Void							
42.2.3.1.2	Void							
42.2.3.2.1	Void							
42.2.3.2.2	Void							
42.2.3.3.1	Void							
42.2.3.3.2	Void							
42.2.4.2.1	Void							
42.2.4.2.2	Void							
42.2.4.3.1	Void							
42.2.4.3.2	Void							
42.3.1.1.1	Dynamic Allocation/Uplink Transfer/Normal/Successful	R97	All GPRS MS		C215			
42.3.1.1.3	Dynamic Allocation/Uplink Transfer/Normal/Starting frame number encoding	R97	All GPRS MS		C215			
42.3.1.1.4	Dynamic Allocation/Uplink Transfer/Normal/Starting time	R97	All GPRS MS		C215			
42.3.1.1.5	Void							
42.3.1.1.6	Dynamic Allocation/Uplink Transfer/Normal/T3180 expiry	R97	All GPRS MS		C215			
42.3.1.1.7	Dynamic Allocation/Uplink Transfer/Normal/PACCH operation	R97	All GPRS MS		C215			
42.3.1.1.8	Dynamic Allocation/Uplink Transfer/Normal/Two uplink timeslots	R97	All GPRS MS supporting GPRS multislot classes 5 to 7, 9 to 29		C325			
42.3.1.1.9	Void							
42.3.1.1.10	Dynamic Allocation / Uplink Transfer / Normal / USF assigned with MCS-1 to MCS-4	R99	All GPRS MS		C215			
42.3.1.2.2	Void							
42.3.1.2.3	Void							
42.3.2.1.1	Dynamic Allocation/Uplink Transfer with Downlink TBF establishment/Normal/Successful	R97	All GPRS MS		C215			
42.3.2.1.2	Dynamic Allocation/Uplink Transfer with Downlink TBF establishment/Normal/Multislot capabilities	R97	All GPRS MS supporting GPRS multislot classes 2,3,4,5,6,8,9,10,19 and 24		C234	TSPC_Type_GPRS_Multislot_ClassX (where X = 1..45)		
42.3.2.2.1	Dynamic Allocation/Uplink Transfer with Downlink TBF establishment/Abnormal/with random access	R97	All GPRS MS		C215	TSPC_Type_GPRS_Multislot_ClassX (where X = 1..45)		
