Clause	Title	Release	Applicability	Tested Bands / CA-Configurations Selection	Branch	Additional Information
8.7.5.2.4	TDD FDD CA Sustained data rate performance for TDD PCell (5DL CA)	Rel-12	C141b	UE supporting E-UTRA FDD and TDD and 5DL CA with TDD as PCell and not supporting 256QAM in DL (UE category 15)	TBD		
8.7.5.2_H.1	TDD FDD CA Sustained data rate performance for TDD PCell (2DL CA) for 256QAM in DL	Rel-12	C140h	UE supporting E-UTRA FDD and TDD and 2DL TDD-FDD CA with TDD as PCell and supporting 256QAM in DL (UE DL Category 11, 12 and 13)		2Rx, 4Rx	Test execution not necessary if 8.7.5.2_H.2 is executed.
8.7.5.2_H.2	TDD FDD CA Sustained data rate performance for TDD PCell (3DL CA) for 256QAM in DL	Rel-12	C141h	UE supporting E-UTRA FDD and TDD and 3DL TDD-FDD CA with TDD as PCell and supporting 256QAM in DL (UE DL Category 11, 12 and 15)		2Rx, 4Rx	Test execution not necessary if 8.7.5.2_H.3 is executed.
8.7.6.1	FDD sustained data rate performance for Dual Connectivity 64QAM	Rel-12	C171	UE supporting E-UTRA FDD and Dual Connectivity and not supporting 256QAM in DL (UE Category 3, 4, 6, 7, 9, and 10)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
8.7.6.2	FDD sustained data rate performance for Dual Connectivity 256QAM	Rel-12	C173	UE supporting E-UTRA FDD and Dual Connectivity and supporting 256QAM in DL	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
8.7.7.1	TDD sustained data rate performance for Dual Connectivity 64QAM	Rel-12	C172	UE supporting E-UTRA TDD and Dual Connectivity and not supporting 256QAM in DL (UE Category 6, 7, 9, and 10)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
8.7.7.2	TDD sustained data rate performance for Dual Connectivity 256QAM	Rel-12	C174	UE supporting E-UTRA TDD and Dual Connectivity and supporting 256QAM in DL	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
8.7.9.2	FDD sustained data rate performance for 4 layer MIMO (single carrier)	Rel-10	C226	UE supporting E-UTRA FDD with 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 6 and 7 and UE DL category 13)	One "Test Number" to be performed. The selected band shall lead to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.9 is executed, where larger equivalent aggregated bandwidth can be achieved.
8.7.9.3	FDD sustained data rate performance for 4 layer MIMO (2DL CA)	Rel-10	C227	UE supporting E-UTRA FDD and intra-band contiguous DL CA or inter-band DL CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 9, 10, 11 and 12 and UE DL category 9, 10, 11, 12 and 15)	One "Test Number" to be performed. The selected CA configuration shall lead to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.9 is executed, where larger equivalent aggregated bandwidth can be achieved.
		Rel-11	C228	UE supporting E-UTRA FDD and intra-band non-contiguous DL CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 9, 10, 11 and 12 and UE DL category 9, 10, 11, 12 and 15)			
8.7.9.4	FDD sustained data rate performance for 4 layer MIMO (3DL CA)	Rel-10	C229	UE supporting E-UTRA FDD and 3DL with intra-band contiguous CA , or 3DL with inter-band CA, or 3DL with intra-band contiguous and inter-band CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 11 and 12 and UE DL category 11, 12, 15, 16 and 18)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.9 is executed, where larger equivalent aggregated bandwidth can be achieved.
		Rel-11	C230	UE supporting E-UTRA FDD and 3DL with intra-band non-contiguous and inter-band CA, or 3DL with intra-band non-contiguous and intra-band contiguous CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 11 and 12 and UE DL category 11, 12, 15, 16 and 18)			
8.7.9.5	FDD sustained data rate performance for 4 layer MIMO (4DL CA)	Rel-11	C236	UE supporting E-UTRA FDD and 4DL with intra-band contiguous CA, or 4DL with inter-band CA, or 4DL with intra-band contiguous and inter-band CA, or 4DL with intra-band non-contiguous and inter-band CA, or 4DL with intra-band non-contiguous and intra-band contiguous CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE DL category 15, 16, 18 and 19)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.9 is executed, where larger equivalent aggregated bandwidth can be achieved.
8.7.9.6	FDD sustained data rate performance for 4 layer MIMO (5DL CA)	Rel-11	C237	UE supporting E-UTRA FDD and 5DL with intra-band contiguous CA, or 5DL with intra-band contiguous and inter-band CA, or 5DL with intra-band non-contiguous and inter-band CA, or 5DL with intra-band non-contiguous and intra-band contiguous CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE DL category 15, 16, 18 and 19)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.9 is executed, where larger equivalent aggregated bandwidth can be achieved.
		Rel-12	C238	UE supporting E-UTRA FDD and 5DL with inter-band CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE DL category 15, 16, 18 and 19)			
8.7.10.2	TDD sustained data rate performance for 4 layer MIMO (single carrier)	Rel-10	C239	UE supporting E-UTRA TDD with 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 6 and 7 and UE DL category 13)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.10 is executed, where larger equivalent aggregated bandwidth can be achieved.
8.7.10.3	TDD sustained data rate performance for 4 layer MIMO (2DL CA)	Rel-10	C240	UE supporting E-UTRA TDD and intra-band contiguous DL CA or inter-band DL CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 9, 10, 11 and 12 and UE DL category 9, 10, 11, 12 and 15)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.10 is executed, where larger equivalent aggregated bandwidth can be achieved.
		Rel-11	C241	UE supporting E-UTRA TDD and intra-band non-contiguous DL CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 9, 10, 11 and 12 and UE DL category 9, 10, 11, 12 and 15)			
8.7.10.4	TDD sustained data rate performance for 4 layer MIMO (3DL CA)	Rel-10	C242	UE supporting E-UTRA TDD and 3DL with intra-band contiguous CA , or 3DL with inter-band CA, or 3DL with intra-band contiguous and inter-band CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 11 and 12 and UE DL category 11, 12, 15, 16 and 18)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.10 is executed, where larger equivalent aggregated bandwidth can be achieved.
		Rel-11	C243	UE supporting E-UTRA TDD and 3DL with intra-band non-contiguous and inter-band CA, or 3DL with intra-band non-contiguous and intra-band contiguous CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 11 and 12 and UE DL category 11, 12, 15, 16 and 18)			
8.7.10.5	TDD sustained data rate performance for 4 layer MIMO (4DL CA)	Rel-11	C244	UE supporting E-UTRA TDD and 4DL with intra-band contiguous CA, or 4DL with inter-band CA, or 4DL with intra-band contiguous and inter-band CA, or 4DL with intra-band non-contiguous and inter-band CA, or 4DL with intra-band non-contiguous and intra-band contiguous CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE DL category 16, 18 and 19)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.10 is executed, where larger equivalent aggregated bandwidth can be achieved.
8.7.10.6	TDD sustained data rate performance for 4 layer MIMO (5DL CA)	Rel-11	C245	UE supporting E-UTRA FDD and 5DL with intra-band contiguous CA, or 5DL with intra-band contiguous and inter-band CA, or 5DL with intra-band non-contiguous and inter-band CA, or 5DL with intra-band non-contiguous and intra-band contiguous CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE DL category 18 and 19)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.10 is executed, where larger equivalent aggregated bandwidth can be achieved.
		Rel-12	C246	UE supporting E-UTRA FDD and 5DL with inter-band CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE DL category 18 and 19)			
8.7.11.2	TDD FDD CA sustained data rate performance for 4 layer MIMO (2DL CA)	Rel-12	C247	UE supporting E-UTRA FDD and E-UTRA TDD and 2DL TDD FDD CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 9, 10, 11 and 12 and UE DL category 9, 10, 11, 12 and 15)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.11 is executed, where larger equivalent aggregated bandwidth can be achieved.
8.7.11.3	TDD FDD CA sustained data rate performance for 4 layer MIMO (3DL CA)	Rel-12	C248	UE supporting E-UTRA FDD and E-UTRA TDD and 3DL TDD FDD CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 9, 10, 11 and 12 and UE DL category 9, 10, 11, 12 and 15)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.11 is executed, where larger equivalent aggregated bandwidth can be achieved.
8.7.11.4	TDD FDD CA sustained data rate performance for 4 layer MIMO (4DL CA)	Rel-12	C249	UE supporting E-UTRA FDD and E-UTRA TDD and 4DL TDD FDD CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 9, 10, 11 and 12 and UE DL category 9, 10, 11, 12 and 15)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.11 is executed, where larger equivalent aggregated bandwidth can be achieved.
8.7.11.5	TDD FDD CA sustained data rate performance for 4 layer MIMO (5DL CA)	Rel-12	C250	UE supporting E-UTRA FDD and E-UTRA TDD and 5DL TDD FDD CA and 4Rx antenna ports and 4-layer spatial multiplexing (UE Category 9, 10, 11 and 12 and UE DL category 9, 10, 11, 12 and 15)	One "Test Number" to be performed, in a chosen CA configuration, which leads to the largest equivalent aggregated bandwidth Note 3 supported by UE.		Test execution not necessary if another test case in clause 8.7.11 is executed, where larger equivalent aggregated bandwidth can be achieved.
8.8.1.1	FDD distributed EPDCCH performance	Rel-11	C55	UE supporting E-UTRA FDD and EPDCCH	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.8.1.2	TDD distributed EPDCCH performance	Rel-11	C56	UE supporting E-UTRA TDD and EPDCCH	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.8.2.1	FDD localized EPDCCH performance with TM9	Rel-11	C91	UE supporting E-UTRA FDD and EPDCCH and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.8.2.2	TDD localized EPDCCH performance with TM9	Rel-11	C92	UE supporting E-UTRA TDD and EPDCCH and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.8.3.1	FDD localized EPDCCH transmission with TM10 Type B quasi co-location type	Rel-11	C57	UE supporting E-UTRA FDD and EPDCCH and Multiple CSI processes on a component carrier within a band with PDSCH transmission mode 10	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.8.3.2	TDD localized EPDCCH transmission with TM10 Type B quasi co-location type	Rel-11	C58	UE supporting E-UTRA TDD and EPDCCH and Multiple CSI processes on a component carrier within a band with PDSCH transmission mode 10	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.1.1	Transmit diversity performance for UE category 0 (Cell-Specific Reference Symbols)	Rel-12	C145	UE supporting E-UTRA FDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.1.1_1	FDD PDSCH Transmit Diversity 2x1 for UE category 1bis	Rel-13	C145d	UE supporting E-UTRA FDD (UE category 1bis)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.1.2	FDD closed-loop spatial multiplexing performance (Cell-Specific Reference Symbols)	Rel-12	C145	UE supporting E-UTRA FDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.1.2_1	FDD PDSCH Closed Loop Single Layer Spatial Multiplexing 2x1 for UE Category 1bis	Rel-13	C145d	UE supporting E-UTRA FDD (UE category 1bis)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.1.3	FDD PDSCH Single-layer Spatial Multiplexing on antenna ports 7 or 8 for UE category 0	Rel-12	C157	UE supporting E-UTRA FDD (UE category 0) and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.1.3_1	FDD PDSCH Single-layer Spatial Multiplexing on antenna ports 7 or 8 for UE category 1bis	Rel-13	C157a	UE supporting E-UTRA FDD (UE category 1bis) and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.2.1	TDD PDSCH Transmit Diversity for UE category 0	Rel-12	C156	UE supporting E-UTRA TDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.2.1_1	TDD PDSCH Transmit Diversity for UE category 1bis	Rel-13	C156f	UE supporting E-UTRA TDD (UE category 1bis)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.2.2	TDD closed-loop spatial multiplexing performance (Cell-Specific Reference Symbols)	Rel-12	C145	UE supporting E-UTRA FDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.2.2_1	TDD PDSCH Closed Loop Single Layer Spatial Multiplexing 2x1 for UE Category 1bis	Rel-13	C156f	UE supporting E-UTRA TDD (UE category 1bis)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.2.3	TDD PDSCH Single-layer Spatial Multiplexing on antenna ports 7 or 8 for UE category 0	Rel-12	C158	UE supporting E-UTRA TDD (UE category 0) and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.1.2.3_1	TDD PDSCH Single-layer Spatial Multiplexing on antenna ports 7 or 8 for UE category 1bis	Rel-13	C158a	UE supporting E-UTRA TDD (UE category 1bis) and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.2.1.1	FDD PHICH Transmit Diversity for UE category 0	Rel-12	C145	UE supporting E-UTRA FDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.2.1.1_1	FDD PHICH Transmit Diversity for UE category 1bis	Rel-13	C145d	UE supporting E-UTRA FDD (UE category 1bis)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.9.2.2.1	TDD PHICH Transmit Diversity for UE category 0	Rel-12	C156	UE supporting E-UTRA TDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.10.1.1.1	FDD PDSCH Transmit Diversity 2x4	Rel-10	C113b	UE supporting E-UTRA FDD with 4Rx antenna ports	Each "Test Number" to be performed once, in a chosen band supporting tested BW and 4Rx antenna ports		
8.10.1.1.2	FDD PDSCH Open Loop Spatial Multiplexing 2x4	Rel-10	C113b	UE supporting E-UTRA FDD with 4Rx antenna ports	Each "Test Number" to be performed once, in a chosen band supporting tested BW and 4Rx antenna ports		
8.10.1.1.3	FDD PDSCH Closed Loop Single Layer Spatial Multiplexing 2x4 with TM4 Interference Model – Enhanced Performance Requirement Type A	Rel-11	C113d	UE supporting E-UTRA FDD with 4Rx antenna ports and the enhanced performance requirements type A for LTE 	Each "Test Number" to be performed once, in a chosen band supporting tested BW and 4Rx antenna ports		
